date,resource_id,vm_sku,environment,application,currency,daily_cost,estimated_monthly_cost,avg_cpu,max_cpu,source_type
2026-01-17,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.878,56.34,2.275,4.991,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-18,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8724,56.17,1.998,4.067,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-19,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.878,56.34,2.276,5.121,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-20,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8759,56.28,2.172,4.488,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-21,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8761,56.28,2.182,4.983,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-22,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8736,56.21,2.054,4.35,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-23,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8747,56.24,2.11,4.51,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-24,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.9659,58.98,6.688,28.204,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-25,core-team-29th-linux,Standard_B2ms,test,untagged,USD,2.1771,65.31,17.293,29.29,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-26,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8784,56.35,2.298,4.902,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-27,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8774,56.32,2.246,4.205,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-28,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8754,56.26,2.147,4.305,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-29,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8738,56.21,2.065,4.055,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-30,core-team-29th-linux,Standard_B2ms,test,untagged,USD,1.8784,56.35,2.298,4.806,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-03,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8972,86.92,3.807,7.271,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-04,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8829,86.49,3.335,7.607,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-05,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8873,86.62,3.48,6.92,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-06,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8922,86.76,3.64,7.603,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-07,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.878,86.34,3.171,7.114,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-08,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8728,86.18,2.999,6.692,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-09,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8822,86.47,3.311,7.001,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-10,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8918,86.76,3.63,7.393,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-11,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8813,86.44,3.282,7.456,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-12,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8879,86.64,3.5,7.124,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-13,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8707,86.12,2.93,7.192,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-14,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.9512,88.54,5.592,16.931,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-15,core-team-2nd,Standard_E2s_v5,test,untagged,USD,3.5381,106.14,31.436,36.745,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-16,core-team-2nd,Standard_E2s_v5,test,untagged,USD,3.4529,103.59,22.184,38.805,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-17,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8983,86.95,3.844,7.246,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-18,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8847,86.54,3.395,7.295,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-19,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8907,86.72,3.593,7.412,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-20,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8802,86.41,3.245,7.04,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-21,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.885,86.55,3.405,6.742,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-22,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8868,86.6,3.462,7.646,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-23,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.881,86.43,3.27,6.363,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-24,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8882,86.65,3.508,7.671,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-25,core-team-2nd,Standard_E2s_v5,test,untagged,USD,3.0762,92.28,9.725,27.07,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-26,core-team-2nd,Standard_E2s_v5,test,untagged,USD,3.5381,106.14,35.718,42.025,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-27,core-team-2nd,Standard_E2s_v5,test,untagged,USD,3.5381,106.14,25.447,40.757,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-28,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8844,86.53,3.384,7.045,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-29,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.874,86.22,3.039,7.31,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-30,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8768,86.3,3.132,6.829,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-31,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8886,86.66,3.524,7.618,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-01,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.8758,86.27,3.099,7.446,synthetic_cost_from_public_cloud_pricing_pattern
2026-02-02,core-team-2nd,Standard_E2s_v5,test,untagged,USD,2.89,86.7,3.57,7.717,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-14,core-team-windows,Standard_B2s,prod,untagged,USD,1.0392,31.18,2.129,4.033,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-15,core-team-windows,Standard_B2s,prod,untagged,USD,1.0424,31.27,2.422,5.006,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-16,core-team-windows,Standard_B2s,prod,untagged,USD,1.0403,31.21,2.228,4.993,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-17,core-team-windows,Standard_B2s,prod,untagged,USD,1.0397,31.19,2.177,4.025,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-18,core-team-windows,Standard_B2s,prod,untagged,USD,1.0368,31.11,1.918,4.603,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-19,core-team-windows,Standard_B2s,prod,untagged,USD,1.0412,31.24,2.315,5.032,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-20,core-team-windows,Standard_B2s,prod,untagged,USD,1.041,31.23,2.292,5.083,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-21,core-team-windows,Standard_B2s,prod,untagged,USD,1.0399,31.2,2.197,5.115,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-22,core-team-windows,Standard_B2s,prod,untagged,USD,1.0931,32.79,7.016,17.861,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-23,core-team-windows,Standard_B2s,prod,untagged,USD,1.2466,37.4,20.918,23.201,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-24,core-team-windows,Standard_B2s,prod,untagged,USD,1.1928,35.78,16.043,21.993,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-25,core-team-windows,Standard_B2s,prod,untagged,USD,1.0408,31.23,2.279,4.499,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-26,core-team-windows,Standard_B2s,prod,untagged,USD,1.0402,31.21,2.221,4.713,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-27,core-team-windows,Standard_B2s,prod,untagged,USD,1.0405,31.21,2.244,4.726,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-28,core-team-windows,Standard_B2s,prod,untagged,USD,1.0389,31.17,2.105,4.62,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-29,core-team-windows,Standard_B2s,prod,untagged,USD,1.0413,31.24,2.319,5.006,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-30,core-team-windows,Standard_B2s,prod,untagged,USD,1.0387,31.16,2.089,4.581,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-31,core-team-windows,Standard_B2s,prod,untagged,USD,1.04,31.2,2.207,4.853,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-01,core-team-windows,Standard_B2s,prod,untagged,USD,1.0556,31.67,3.619,10.575,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-02,core-team-windows,Standard_B2s,prod,untagged,USD,1.2438,37.31,20.664,27.2,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-03,core-team-windows,Standard_B2s,prod,untagged,USD,1.2551,37.65,21.684,25.116,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-04,core-team-windows,Standard_B2s,prod,untagged,USD,1.0708,32.12,4.994,12.652,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-05,core-team-windows,Standard_B2s,prod,untagged,USD,1.0415,31.24,2.336,4.636,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-06,core-team-windows,Standard_B2s,prod,untagged,USD,1.0415,31.25,2.341,4.809,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-07,core-team-windows,Standard_B2s,prod,untagged,USD,1.039,31.17,2.109,4.571,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-08,core-team-windows,Standard_B2s,prod,untagged,USD,1.0375,31.12,1.975,4.197,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-09,core-team-windows,Standard_B2s,prod,untagged,USD,1.0401,31.2,2.212,4.786,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-10,core-team-windows,Standard_B2s,prod,untagged,USD,1.0413,31.24,2.324,4.697,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-11,core-team-windows,Standard_B2s,prod,untagged,USD,1.0372,31.11,1.945,4.568,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-12,core-team-windows,Standard_B2s,prod,untagged,USD,1.0394,31.18,2.145,4.598,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-13,core-team-windows,Standard_B2s,prod,untagged,USD,1.0421,31.26,2.392,5.101,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-14,core-team-windows,Standard_B2s,prod,untagged,USD,1.0399,31.2,2.191,4.341,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-15,core-team-windows,Standard_B2s,prod,untagged,USD,1.0378,31.13,2.002,4.351,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-30,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1693,65.08,2.153,4.602,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-01,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1725,65.18,2.294,4.983,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-02,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1694,65.08,2.16,4.403,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-03,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1648,64.94,1.956,4.597,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-04,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.4313,72.94,13.525,26.268,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-05,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.6183,78.55,21.642,24.792,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-06,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.2033,66.1,3.63,11.169,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-07,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1683,65.05,2.109,4.664,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-08,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1733,65.2,2.326,4.844,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-09,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1715,65.15,2.25,4.886,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-10,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1687,65.06,2.129,4.245,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-11,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1679,65.04,2.093,4.481,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-12,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1703,65.11,2.197,4.481,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-13,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1718,65.15,2.26,4.262,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-14,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.167,65.01,2.055,4.779,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-15,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1698,65.1,2.177,4.548,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-16,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1674,65.02,2.07,4.32,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-17,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1708,65.12,2.217,5.104,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-18,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1701,65.1,2.19,4.596,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-19,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1644,64.93,1.943,4.227,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-20,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.4432,73.3,14.043,31.596,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-21,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.4274,72.82,13.354,31.326,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-22,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1692,65.08,2.151,4.607,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-23,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1718,65.15,2.263,4.448,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-24,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.17,65.1,2.184,4.747,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-25,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1713,65.14,2.239,4.466,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-26,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.169,65.07,2.139,4.642,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-27,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1718,65.16,2.264,5.036,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-28,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1742,65.22,2.364,4.769,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-29,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1717,65.15,2.259,5.302,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-30,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.171,65.13,2.226,4.599,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-31,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1694,65.08,2.158,4.522,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-01,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1687,65.06,2.126,4.63,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-02,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1692,65.08,2.149,4.927,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-03,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1735,65.2,2.335,4.773,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-04,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.169,65.07,2.139,4.543,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-05,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1694,65.08,2.157,4.594,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-06,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.3775,71.33,11.191,23.763,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-07,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.607,78.21,21.149,25.303,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-08,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.2804,68.41,6.978,17.833,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-09,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1634,64.9,1.896,4.564,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-10,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.175,65.25,2.401,4.969,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-11,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1704,65.11,2.201,4.981,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-12,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1719,65.16,2.265,4.647,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-13,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1698,65.1,2.177,4.771,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-14,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1713,65.14,2.239,4.506,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-15,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1688,65.06,2.131,4.422,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-16,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1699,65.1,2.18,4.544,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-17,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1727,65.18,2.3,4.698,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-18,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1677,65.03,2.086,4.02,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-19,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1682,65.05,2.108,4.743,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-20,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1741,65.22,2.363,4.744,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-21,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1745,65.23,2.379,4.51,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-22,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1912,65.74,3.105,13.968,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-23,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.6957,80.87,26.758,34.283,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-24,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1729,65.19,2.311,5.027,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-25,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1723,65.17,2.285,4.85,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-26,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.168,65.04,2.097,4.442,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-27,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1676,65.03,2.082,4.151,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-28,corestack-openvpn,Standard_D2s_v5,prod,untagged,USD,2.1664,64.99,2.029,4.511,synthetic_cost_from_public_cloud_pricing_pattern
2025-11-30,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8787,56.36,2.311,5.008,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-01,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8809,56.43,2.421,4.992,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-02,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.9443,58.33,5.607,17.887,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-03,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,2.3306,69.92,29.875,35.327,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-04,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,2.314,69.42,24.164,34.0,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-05,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8832,56.5,2.537,5.193,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-06,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8757,56.27,2.163,4.746,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-07,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8786,56.36,2.306,5.198,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-08,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8788,56.36,2.315,4.83,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-09,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8755,56.27,2.154,4.797,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-10,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8751,56.25,2.134,4.611,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-11,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8743,56.23,2.093,4.556,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-12,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8732,56.2,2.035,4.268,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-13,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.875,56.25,2.129,5.299,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-14,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8782,56.35,2.289,4.529,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-15,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8751,56.25,2.132,4.836,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-16,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8747,56.24,2.109,4.206,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-17,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8711,56.13,1.929,4.482,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-18,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8698,56.1,1.867,3.789,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-19,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.871,56.13,1.927,4.509,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-20,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.878,56.34,2.279,4.897,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-21,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.9631,58.89,6.547,20.432,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-22,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,2.3306,69.92,32.306,37.977,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-23,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,2.3306,69.92,26.479,36.33,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-24,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8876,56.63,2.757,8.264,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-25,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8711,56.13,1.931,3.816,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-26,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8711,56.13,1.93,4.452,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-27,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8767,56.3,2.211,4.76,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-28,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8759,56.28,2.17,4.476,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-29,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8765,56.3,2.204,4.464,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-30,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8791,56.37,2.33,5.006,synthetic_cost_from_public_cloud_pricing_pattern
2025-12-31,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8756,56.27,2.154,4.642,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-01,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8752,56.26,2.138,3.73,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-02,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.873,56.19,2.028,4.154,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-03,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8813,56.44,2.442,5.055,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-04,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8752,56.26,2.139,4.701,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-05,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8736,56.21,2.057,4.444,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-06,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.917,57.51,4.237,14.934,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-07,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,2.2364,67.09,20.267,24.0,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-08,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8839,56.52,2.575,7.704,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-09,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8786,56.36,2.309,4.979,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-10,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8786,56.36,2.309,4.714,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-11,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8798,56.39,2.366,4.971,synthetic_cost_from_public_cloud_pricing_pattern
2026-01-12,corestack-openvpn-India,Standard_B2ms,prod,untagged,USD,1.8783,56.35,2.294,4.508,synthetic_cost_from_public_cloud_pricing_pattern
